"Fleet","Fleet_Name","Yr","Seas","2dAR off","base2026","No age sel","sigma_down.25","sigma_up.25"
30,"F30_CNLL_A24",1999,3,15.48,16.021,14.985,15.429,16.428
30,"F30_CNLL_A24",2000,3,7.955,8.094,8.278,8.164,8.044
30,"F30_CNLL_A24",2004,3,25.512,26.998,23.887,25.167,28.299
30,"F30_CNLL_A24",2005,3,8.182,8.276,8.103,8.216,8.342
30,"F30_CNLL_A24",2006,3,31.633,34.857,27.548,30.044,38.434
30,"F30_CNLL_A24",2007,3,11.752,11.738,11.73,11.833,11.711
30,"F30_CNLL_A24",2008,3,6.901,6.988,6.788,6.892,7.06
30,"F30_CNLL_A24",2009,3,10.773,11.035,10.347,10.688,11.309
30,"F30_CNLL_A24",2010,3,8.276,8.395,8.056,8.246,8.523
30,"F30_CNLL_A24",2011,3,9.489,9.643,9.263,9.48,9.79
30,"F30_CNLL_A24",2012,3,8.311,8.34,8.126,8.29,8.412
30,"F30_CNLL_A24",2013,3,6.001,6.046,5.961,6.01,6.072
30,"F30_CNLL_A24",2014,3,28.84,25.554,30.629,29.296,23.604
30,"F30_CNLL_A24",2016,3,4.431,4.455,4.431,4.449,4.461
30,"F30_CNLL_A24",2017,3,9.435,9.583,9.271,9.432,9.694
30,"F30_CNLL_A24",2018,3,11.06,11.277,10.878,11.075,11.424
30,"F30_CNLL_A24",2019,3,5.484,5.519,5.483,5.51,5.529
30,"F30_CNLL_A24",2020,3,20.693,21.014,21.429,21.329,20.831
30,"F30_CNLL_A24",2021,3,11.117,11.354,10.572,10.973,11.66
30,"F30_CNLL_A24",2022,3,101.76,99.855,91.287,99.042,100.045
30,"F30_CNLL_A24",2023,3,4.146,4.268,4.162,4.178,4.323
30,"F30_CNLL_A24",2024,3,16.46,17.483,14.803,15.797,18.682
31,"F31_VULL_mt",2000,3,47.418,50.07,51.987,49.282,49.422
31,"F31_VULL_mt",2014,3,45.164,47.347,49.686,46.839,46.587
31,"F31_VULL_mt",2015,3,5.478,5.488,5.66,5.501,5.464
31,"F31_VULL_mt",2023,3,19.535,20.355,19.75,19.961,20.454
31,"F31_VULL_mt",2024,3,41.807,43.22,46.514,43.062,42.423
34,"F34_EPOSF_xx24",1995,3,61.145,67.426,45.268,66.667,61.759
34,"F34_EPOSF_xx24",1996,2,36.62,56.572,39.327,42.469,73.604
34,"F34_EPOSF_xx24",1996,3,28.292,35.661,27.758,31.599,38.94
34,"F34_EPOSF_xx24",1996,4,57.844,67.691,54.125,63.944,68.911
34,"F34_EPOSF_xx24",1997,2,46.895,44.26,70.668,46.507,43.24
34,"F34_EPOSF_xx24",1997,3,123.402,86.067,209.303,102.874,80.41
34,"F34_EPOSF_xx24",1997,4,19.459,15.503,21.15,16.657,15.055
34,"F34_EPOSF_xx24",1998,3,112.73,122.996,140.68,117.991,132.999
34,"F34_EPOSF_xx24",1998,4,19.561,20.556,19.125,20.572,20.989
34,"F34_EPOSF_xx24",1999,2,35.065,41.689,38.047,35.857,45.754
34,"F34_EPOSF_xx24",1999,3,24.451,27.667,29.05,23.572,36.168
34,"F34_EPOSF_xx24",2000,2,20.131,19.477,21.069,20.72,17.417
34,"F34_EPOSF_xx24",2000,3,42.012,210.608,75.658,98.407,444.896
34,"F34_EPOSF_xx24",2001,2,46.518,38.695,55.912,38.674,38.063
34,"F34_EPOSF_xx24",2001,3,64.623,78.194,63,76.01,78.007
34,"F34_EPOSF_xx24",2002,3,18.528,21.665,17.068,20.949,21.695
34,"F34_EPOSF_xx24",2003,3,257.479,289.222,171.966,320.136,205.026
34,"F34_EPOSF_xx24",2004,2,17.149,21.924,19.922,19.039,23.988
34,"F34_EPOSF_xx24",2004,3,41.482,66.612,50.029,51.465,80.835
34,"F34_EPOSF_xx24",2004,4,100.8,111.105,111.154,104.88,111.679
34,"F34_EPOSF_xx24",2005,2,64.282,118.417,44.569,146.823,98.932
34,"F34_EPOSF_xx24",2005,3,60.325,208.676,52.33,154.346,225.229
34,"F34_EPOSF_xx24",2005,4,9.907,12.997,10.108,11.691,13.63
34,"F34_EPOSF_xx24",2006,3,44.883,55.055,46.229,50.215,58.119
34,"F34_EPOSF_xx24",2006,4,46.311,58.514,44.528,53.225,62.111
34,"F34_EPOSF_xx24",2007,2,12.272,13.602,11.315,13.118,14.64
34,"F34_EPOSF_xx24",2007,3,42.319,41.701,41.486,42.261,41.867
34,"F34_EPOSF_xx24",2008,2,8.485,8.893,8.816,8.835,8.698
34,"F34_EPOSF_xx24",2008,3,382.611,357.822,406.583,356.151,376.638
34,"F34_EPOSF_xx24",2008,4,18.981,15.972,20.172,16.19,15.927
34,"F34_EPOSF_xx24",2009,2,29.315,35.702,31.938,32.62,36.917
34,"F34_EPOSF_xx24",2009,3,100.752,144.429,101.095,123.516,161.517
34,"F34_EPOSF_xx24",2009,4,126.068,80.81,134.367,90.509,74.991
34,"F34_EPOSF_xx24",2010,2,12.845,16.757,11.951,15.371,18.18
34,"F34_EPOSF_xx24",2010,3,136.048,179.707,121.337,167.727,187.768
34,"F34_EPOSF_xx24",2010,4,47.284,52.41,49.073,48.832,53.855
34,"F34_EPOSF_xx24",2011,2,62.346,62.838,57.284,63.536,62.179
34,"F34_EPOSF_xx24",2011,3,285.378,293.874,336.751,276.913,299.151
34,"F34_EPOSF_xx24",2011,4,67.645,70.99,77.269,67.908,72.253
34,"F34_EPOSF_xx24",2012,2,78.02,88.812,72.289,86.988,91.002
34,"F34_EPOSF_xx24",2012,3,165.569,149.585,162.393,152.792,148.394
34,"F34_EPOSF_xx24",2012,4,101.748,103.537,105.611,103.143,102.59
34,"F34_EPOSF_xx24",2013,3,69.379,119.908,70.331,110.382,122.314
34,"F34_EPOSF_xx24",2013,4,36.853,37.488,38.321,37.733,37.645
34,"F34_EPOSF_xx24",2014,3,51.263,53.194,51.503,51.47,54.748
34,"F34_EPOSF_xx24",2014,4,28.681,30.184,29.355,29,30.506
34,"F34_EPOSF_xx24",2015,2,11.193,11.89,11.67,11.626,11.95
34,"F34_EPOSF_xx24",2015,3,39.449,43.675,42.949,41.31,45.388
34,"F34_EPOSF_xx24",2015,4,41.806,39.491,42.428,40.111,38.252
34,"F34_EPOSF_xx24",2016,2,12.57,13.525,13.007,13.022,13.781
34,"F34_EPOSF_xx24",2016,3,36.263,39.736,36.121,38.363,40.705
34,"F34_EPOSF_xx24",2016,4,31.61,29.597,33.106,29.756,29.167
34,"F34_EPOSF_xx24",2017,2,8.338,8.601,9.081,8.526,8.54
34,"F34_EPOSF_xx24",2017,3,23.229,24.304,24.716,23.338,24.967
34,"F34_EPOSF_xx24",2017,4,19.793,18.907,21.068,18.693,18.948
34,"F34_EPOSF_xx24",2018,2,10.521,10.751,10.917,10.581,10.799
34,"F34_EPOSF_xx24",2018,3,42.062,43.92,45.3,42.188,45.166
34,"F34_EPOSF_xx24",2019,2,15.034,16.782,15.4,15.91,17.209
34,"F34_EPOSF_xx24",2019,3,84.659,103.479,83.191,96.568,107.18
34,"F34_EPOSF_xx24",2019,4,43.628,46.439,40.815,45.928,46.786
34,"F34_EPOSF_xx24",2020,3,24.941,33.329,23.88,30.418,35.697
34,"F34_EPOSF_xx24",2020,4,41.898,34.992,42.064,38.208,32.621
34,"F34_EPOSF_xx24",2021,3,20.05,18.247,19.007,18.906,18.198
34,"F34_EPOSF_xx24",2021,4,8.258,7.56,8.032,7.691,7.56
34,"F34_EPOSF_xx24",2022,3,30.054,33.841,29.378,32.542,34.801
34,"F34_EPOSF_xx24",2022,4,22.025,23.821,21.597,23.116,24.462
34,"F34_EPOSF_xx24",2023,3,49.62,44.177,45.699,47.417,41.66
34,"F34_EPOSF_xx24",2024,3,199.083,277.871,252.53,227.526,320.849
34,"F34_EPOSF_xx24",2024,4,53.718,53.894,48.981,55.534,52.908
35,"F35_JPTWKR_DNMisc",2008,1,19.154,19.955,18.483,19.92,19.693
35,"F35_JPTWKR_DNMisc",2008,2,23.859,23.529,22.386,23.481,23.918
35,"F35_JPTWKR_DNMisc",2008,3,4.887,4.871,4.854,4.85,4.958
35,"F35_JPTWKR_DNMisc",2008,4,22.208,22.913,30.533,22.884,22.717
35,"F35_JPTWKR_DNMisc",2009,1,17.273,18.229,18.825,17.735,18.599
35,"F35_JPTWKR_DNMisc",2009,2,18.419,18.66,19.15,18.534,18.78
35,"F35_JPTWKR_DNMisc",2009,4,90.159,83.288,59.92,88.339,82.04
35,"F35_JPTWKR_DNMisc",2010,2,5.081,5.096,5.262,5.115,5.09
35,"F35_JPTWKR_DNMisc",2010,3,4.635,4.48,4.108,4.454,4.546
35,"F35_JPTWKR_DNMisc",2010,4,36.495,39.629,65.873,40.16,38.464
35,"F35_JPTWKR_DNMisc",2011,1,11.938,12.13,16.123,12.126,12.093
35,"F35_JPTWKR_DNMisc",2011,4,18.638,18.62,22.353,18.584,18.671
35,"F35_JPTWKR_DNMisc",2012,1,12.764,12.578,13.842,12.649,12.485
35,"F35_JPTWKR_DNMisc",2012,2,22.981,23.098,29.272,23.046,23.254
35,"F35_JPTWKR_DNMisc",2014,4,4.436,4.373,4.536,4.459,4.236
35,"F35_JPTWKR_DNMisc",2015,1,5.373,5.293,4.066,5.372,5.207
35,"F35_JPTWKR_DNMisc",2015,3,4.076,4.106,4.138,4.128,4.113
35,"F35_JPTWKR_DNMisc",2015,4,11.991,12.202,11.445,12.332,12.31
35,"F35_JPTWKR_DNMisc",2016,2,2.044,2.08,2.159,2.078,2.079
35,"F35_JPTWKR_DNMisc",2016,4,5.754,5.921,5.514,5.905,5.91
35,"F35_JPTWKR_DNMisc",2017,4,18.019,17.97,16.287,18.014,18.24
35,"F35_JPTWKR_DNMisc",2018,3,7.491,7.347,7.826,7.495,7.289
35,"F35_JPTWKR_DNMisc",2018,4,50.132,50.143,110.339,50.784,50.184
35,"F35_JPTWKR_DNMisc",2022,3,2.736,2.73,2.8,2.72,2.741
35,"F35_JPTWKR_DNMisc",2023,3,2.568,2.599,2.644,2.6,2.6
36,"S36_JPLL_idx_adult",1996,1,6.552,21.892,22.051,21.888,22.137
36,"S36_JPLL_idx_adult",1997,1,7.185,22.494,22.773,22.61,22.484
36,"S36_JPLL_idx_adult",1998,1,7.964,21.715,20.412,20.564,22.112
36,"S36_JPLL_idx_adult",1999,1,7.15,19.078,18.625,18.693,19.294
36,"S36_JPLL_idx_adult",2000,1,6.882,18.053,18.036,17.991,18.084
36,"S36_JPLL_idx_adult",2001,1,6.492,16.573,16.94,16.625,16.47
36,"S36_JPLL_idx_adult",2002,1,6.167,16.754,16.681,16.684,16.745
36,"S36_JPLL_idx_adult",2003,1,6.732,16.656,16.491,16.604,16.599
36,"S36_JPLL_idx_adult",2004,1,6.732,16.639,15.986,16.246,16.803
36,"S36_JPLL_idx_adult",2005,1,6.415,16.808,16.501,16.713,16.82
36,"S36_JPLL_idx_adult",2006,1,6.398,16.127,15.92,16.05,16.218
36,"S36_JPLL_idx_adult",2007,1,6.437,15.226,15.282,15.189,15.252
36,"S36_JPLL_idx_adult",2008,1,6.751,13.906,14.465,13.984,13.939
36,"S36_JPLL_idx_adult",2009,1,6.013,14.2,14.74,14.402,14.079
36,"S36_JPLL_idx_adult",2010,1,5.841,15.252,15.366,15.342,15.185
36,"S36_JPLL_idx_adult",2011,1,6.054,16.264,16.269,16.276,16.247
36,"S36_JPLL_idx_adult",2012,1,6.299,16.025,16.336,16.136,15.953
36,"S36_JPLL_idx_adult",2013,1,6.309,15.874,16.122,15.913,15.845
36,"S36_JPLL_idx_adult",2014,1,6.282,15.551,15.572,15.514,15.584
36,"S36_JPLL_idx_adult",2015,1,6.026,15.259,15.134,15.147,15.308
36,"S36_JPLL_idx_adult",2016,1,5.861,15.578,15.387,15.583,15.535
36,"S36_JPLL_idx_adult",2017,1,6.438,17.013,16.979,17.061,16.912
36,"S36_JPLL_idx_adult",2018,1,6.946,18.052,17.987,18.021,18.057
36,"S36_JPLL_idx_adult",2019,1,7.14,19.293,18.995,19.228,19.329
36,"S36_JPLL_idx_adult",2020,1,7.48,17.821,19.395,18.276,17.45
36,"S36_JPLL_idx_adult",2021,1,7.725,13.563,14.041,13.947,13.297
36,"S36_JPLL_idx_adult",2022,1,5.823,16.12,16.298,16.196,16.096
36,"S36_JPLL_idx_adult",2023,1,6.126,19.621,19.603,19.688,19.576
36,"S36_JPLL_idx_adult",2024,1,7.198,19.662,20.865,20.178,19.465
