"Fleet","Fleet_Name","Yr","Seas","base_F26","F1_F20","F20_F24","F20_F26","F26_F34"
29,"F29_CNLL_A35",2017,3,11.063,11.014,10.786,11.142,11.068
29,"F29_CNLL_A35",2018,3,11.148,11.096,10.862,11.229,11.153
29,"F29_CNLL_A35",2020,3,250.856,249.174,226.712,259.926,251.182
30,"F30_CNLL_A24",1997,3,32.219,31.924,33.511,31.741,32.226
30,"F30_CNLL_A24",1998,3,7.067,7.01,7.149,7.045,7.067
30,"F30_CNLL_A24",1999,3,16.021,15.948,16.26,15.943,16.022
30,"F30_CNLL_A24",2000,3,8.094,8.03,8.005,8.146,8.095
30,"F30_CNLL_A24",2004,3,26.998,26.722,27.694,26.772,27.003
30,"F30_CNLL_A24",2005,3,8.276,8.212,8.338,8.266,8.277
30,"F30_CNLL_A24",2006,3,34.857,34.997,36.509,34.138,34.862
30,"F30_CNLL_A24",2007,3,11.738,11.638,11.792,11.74,11.739
30,"F30_CNLL_A24",2008,3,6.988,6.954,7.041,6.975,6.989
30,"F30_CNLL_A24",2009,3,11.035,10.942,11.23,10.975,11.036
30,"F30_CNLL_A24",2010,3,8.395,8.325,8.499,8.367,8.395
30,"F30_CNLL_A24",2011,3,9.643,9.553,9.762,9.614,9.644
30,"F30_CNLL_A24",2012,3,8.34,8.263,8.437,8.317,8.341
30,"F30_CNLL_A24",2013,3,6.046,6.024,6.067,6.043,6.047
30,"F30_CNLL_A24",2014,3,25.554,25.238,25.077,25.829,25.55
30,"F30_CNLL_A24",2016,3,4.455,4.439,4.462,4.455,4.455
30,"F30_CNLL_A24",2017,3,9.583,9.526,9.66,9.565,9.584
30,"F30_CNLL_A24",2018,3,11.277,11.207,11.372,11.254,11.278
30,"F30_CNLL_A24",2019,3,5.519,5.495,5.529,5.52,5.519
30,"F30_CNLL_A24",2020,3,21.014,20.646,20.834,21.168,21.017
30,"F30_CNLL_A24",2021,3,11.354,11.24,11.577,11.284,11.355
30,"F30_CNLL_A24",2022,3,99.855,97.725,104.056,98.505,99.837
30,"F30_CNLL_A24",2023,3,4.268,4.284,4.278,4.261,4.268
30,"F30_CNLL_A24",2024,3,17.483,17.477,18.081,17.233,17.486
31,"F31_VULL_mt",2000,3,50.07,49.981,48.514,50.796,50.081
31,"F31_VULL_mt",2014,3,47.347,47.258,45.986,47.97,47.358
31,"F31_VULL_mt",2015,3,5.488,5.489,5.374,5.538,5.489
31,"F31_VULL_mt",2023,3,20.355,20.338,20.566,20.275,20.355
31,"F31_VULL_mt",2024,3,43.22,43.163,41.138,44.196,43.234
34,"F34_EPOSF_xx24",1995,3,67.426,67.624,67.056,67.542,67.438
34,"F34_EPOSF_xx24",1996,2,56.572,56.296,55.577,57.063,56.634
34,"F34_EPOSF_xx24",1996,3,35.661,35.598,35.255,35.867,35.678
34,"F34_EPOSF_xx24",1996,4,67.691,67.798,67.23,67.947,67.708
34,"F34_EPOSF_xx24",1997,2,44.26,44.104,43.971,44.338,44.283
34,"F34_EPOSF_xx24",1997,3,86.067,85.721,84.986,86.369,86.122
34,"F34_EPOSF_xx24",1997,4,15.503,15.502,15.486,15.495,15.504
34,"F34_EPOSF_xx24",1998,3,122.996,123.119,120.361,124.226,122.955
34,"F34_EPOSF_xx24",1998,4,20.556,20.555,20.392,20.645,20.554
34,"F34_EPOSF_xx24",1999,2,41.689,41.642,41.394,41.803,41.678
34,"F34_EPOSF_xx24",1999,3,27.667,27.625,27.156,27.879,27.655
34,"F34_EPOSF_xx24",2000,2,19.477,19.471,19.137,19.569,19.48
34,"F34_EPOSF_xx24",2000,3,210.608,210.797,223.455,207.539,210.549
34,"F34_EPOSF_xx24",2001,2,38.695,38.719,38.941,38.483,38.703
34,"F34_EPOSF_xx24",2001,3,78.194,78.189,77.5,78.496,78.173
34,"F34_EPOSF_xx24",2002,3,21.665,21.671,21.707,21.643,21.648
34,"F34_EPOSF_xx24",2003,3,289.222,289.512,285.391,292.327,290.617
34,"F34_EPOSF_xx24",2004,2,21.924,21.93,21.831,21.966,21.92
34,"F34_EPOSF_xx24",2004,3,66.612,66.539,66.539,66.609,66.581
34,"F34_EPOSF_xx24",2004,4,111.105,111.084,111.622,110.94,111.141
34,"F34_EPOSF_xx24",2005,2,118.417,118.491,118.22,118.305,118.359
34,"F34_EPOSF_xx24",2005,3,208.676,208.757,208.555,208.026,208.661
34,"F34_EPOSF_xx24",2005,4,12.997,12.999,12.98,12.983,12.999
34,"F34_EPOSF_xx24",2006,3,55.055,55.062,55.366,55.011,55.068
34,"F34_EPOSF_xx24",2006,4,58.514,58.509,58.606,58.621,58.534
34,"F34_EPOSF_xx24",2007,2,13.602,13.591,13.512,13.677,13.602
34,"F34_EPOSF_xx24",2007,3,41.701,41.692,41.671,41.722,41.698
34,"F34_EPOSF_xx24",2008,2,8.893,8.897,8.907,8.877,8.893
34,"F34_EPOSF_xx24",2008,3,357.822,357.665,351.455,360.497,357.775
34,"F34_EPOSF_xx24",2008,4,15.972,15.971,15.933,15.96,15.97
34,"F34_EPOSF_xx24",2009,2,35.702,35.719,35.545,35.724,35.694
34,"F34_EPOSF_xx24",2009,3,144.429,144.451,143.956,144.463,144.358
34,"F34_EPOSF_xx24",2009,4,80.81,80.827,81.047,80.5,80.817
34,"F34_EPOSF_xx24",2010,2,16.757,16.749,16.745,16.822,16.758
34,"F34_EPOSF_xx24",2010,3,179.707,179.651,177.595,181.095,179.725
34,"F34_EPOSF_xx24",2010,4,52.41,52.41,52.131,52.467,52.406
34,"F34_EPOSF_xx24",2011,2,62.838,62.844,63.244,62.618,62.834
34,"F34_EPOSF_xx24",2011,3,293.874,293.872,289.175,295.942,293.917
34,"F34_EPOSF_xx24",2011,4,70.99,70.964,70.692,71.009,70.99
34,"F34_EPOSF_xx24",2012,2,88.812,88.804,89.168,88.751,88.814
34,"F34_EPOSF_xx24",2012,3,149.585,149.599,151.799,148.646,149.582
34,"F34_EPOSF_xx24",2012,4,103.537,103.531,103.436,103.434,103.536
34,"F34_EPOSF_xx24",2013,3,119.908,119.911,120.554,119.704,119.908
34,"F34_EPOSF_xx24",2013,4,37.488,37.486,37.656,37.445,37.489
34,"F34_EPOSF_xx24",2014,3,53.194,53.189,53.277,53.229,53.195
34,"F34_EPOSF_xx24",2014,4,30.184,30.189,30.161,30.126,30.182
34,"F34_EPOSF_xx24",2015,2,11.89,11.89,11.897,11.886,11.89
34,"F34_EPOSF_xx24",2015,3,43.675,43.671,43.811,43.655,43.676
34,"F34_EPOSF_xx24",2015,4,39.491,39.5,39.487,39.417,39.489
34,"F34_EPOSF_xx24",2016,2,13.525,13.526,13.516,13.531,13.525
34,"F34_EPOSF_xx24",2016,3,39.736,39.734,39.788,39.765,39.737
34,"F34_EPOSF_xx24",2016,4,29.597,29.602,29.712,29.529,29.596
34,"F34_EPOSF_xx24",2017,2,8.601,8.602,8.607,8.592,8.601
34,"F34_EPOSF_xx24",2017,3,24.304,24.308,24.425,24.255,24.304
34,"F34_EPOSF_xx24",2017,4,18.907,18.91,19.038,18.828,18.906
34,"F34_EPOSF_xx24",2018,2,10.751,10.752,10.755,10.748,10.751
34,"F34_EPOSF_xx24",2018,3,43.92,43.92,44.189,43.83,43.919
34,"F34_EPOSF_xx24",2019,2,16.782,16.791,16.825,16.789,16.78
34,"F34_EPOSF_xx24",2019,3,103.479,103.519,103.96,103.622,103.463
34,"F34_EPOSF_xx24",2019,4,46.439,46.449,46.325,46.528,46.44
34,"F34_EPOSF_xx24",2020,3,33.329,33.333,33.293,33.441,33.332
34,"F34_EPOSF_xx24",2020,4,34.992,34.999,34.703,35.1,34.989
34,"F34_EPOSF_xx24",2021,3,18.247,18.247,18.23,18.253,18.247
34,"F34_EPOSF_xx24",2021,4,7.56,7.562,7.577,7.55,7.56
34,"F34_EPOSF_xx24",2022,3,33.841,33.83,33.708,33.955,33.843
34,"F34_EPOSF_xx24",2022,4,23.821,23.816,23.805,23.858,23.822
34,"F34_EPOSF_xx24",2023,3,44.177,44.178,44.208,44.115,44.176
34,"F34_EPOSF_xx24",2024,3,277.871,277.993,279.548,277.22,277.868
34,"F34_EPOSF_xx24",2024,4,53.894,53.914,53.562,54.099,53.897
35,"F35_JPTWKR_DNMisc",2008,1,19.955,20.198,20.47,19.765,19.954
35,"F35_JPTWKR_DNMisc",2008,2,23.529,22.797,23.801,21.727,23.527
35,"F35_JPTWKR_DNMisc",2008,3,4.871,4.652,4.914,4.421,4.871
35,"F35_JPTWKR_DNMisc",2008,4,22.913,23.82,22.605,23.091,22.917
35,"F35_JPTWKR_DNMisc",2009,1,18.229,18.432,18.377,18.051,18.228
35,"F35_JPTWKR_DNMisc",2009,2,18.66,18.656,18.648,18.311,18.66
35,"F35_JPTWKR_DNMisc",2009,4,83.288,65.992,89.649,46.269,83.282
35,"F35_JPTWKR_DNMisc",2010,2,5.096,5.039,5.085,4.866,5.097
35,"F35_JPTWKR_DNMisc",2010,3,4.48,4.205,4.595,3.864,4.479
35,"F35_JPTWKR_DNMisc",2010,4,39.629,44.362,37.572,46.521,39.649
35,"F35_JPTWKR_DNMisc",2011,1,12.13,12.228,12.348,12.23,12.13
35,"F35_JPTWKR_DNMisc",2011,4,18.62,18.234,18.794,16.831,18.619
35,"F35_JPTWKR_DNMisc",2012,1,12.578,12.669,12.622,12.754,12.579
35,"F35_JPTWKR_DNMisc",2012,2,23.098,22.56,23.27,21.76,23.099
35,"F35_JPTWKR_DNMisc",2014,4,4.373,4.671,4.254,5.04,4.374
35,"F35_JPTWKR_DNMisc",2015,1,5.293,5.232,5.332,4.928,5.293
35,"F35_JPTWKR_DNMisc",2015,3,4.106,3.895,4.175,3.641,4.106
35,"F35_JPTWKR_DNMisc",2015,4,12.202,10.845,12.867,9.016,12.2
35,"F35_JPTWKR_DNMisc",2016,2,2.08,2.08,2.075,2.086,2.08
35,"F35_JPTWKR_DNMisc",2016,4,5.921,6.285,5.738,6.723,5.922
35,"F35_JPTWKR_DNMisc",2017,4,17.97,16.669,18.29,13.845,17.969
35,"F35_JPTWKR_DNMisc",2018,3,7.347,7.944,7.062,8.784,7.35
35,"F35_JPTWKR_DNMisc",2018,4,50.143,51.733,49.922,48.394,50.152
35,"F35_JPTWKR_DNMisc",2022,3,2.73,2.747,2.726,2.739,2.73
35,"F35_JPTWKR_DNMisc",2023,3,2.599,2.602,2.597,2.569,2.599
36,"S36_JPLL_idx_adult",1996,1,21.892,6.899,6.696,6.98,6.852
36,"S36_JPLL_idx_adult",1997,1,22.494,7.433,7.327,7.647,7.515
36,"S36_JPLL_idx_adult",1998,1,21.715,8.114,8.001,8.285,8.181
36,"S36_JPLL_idx_adult",1999,1,19.078,7.632,7.452,7.747,7.65
36,"S36_JPLL_idx_adult",2000,1,18.053,7.187,6.98,7.272,7.182
36,"S36_JPLL_idx_adult",2001,1,16.573,6.59,6.403,6.662,6.587
36,"S36_JPLL_idx_adult",2002,1,16.754,6.228,6.012,6.316,6.23
36,"S36_JPLL_idx_adult",2003,1,16.656,6.696,6.485,6.782,6.7
36,"S36_JPLL_idx_adult",2004,1,16.639,6.69,6.452,6.789,6.695
36,"S36_JPLL_idx_adult",2005,1,16.808,6.741,6.526,6.834,6.745
36,"S36_JPLL_idx_adult",2006,1,16.127,6.627,6.476,6.691,6.63
36,"S36_JPLL_idx_adult",2007,1,15.226,6.594,6.459,6.651,6.598
36,"S36_JPLL_idx_adult",2008,1,13.906,6.849,6.671,6.924,6.854
36,"S36_JPLL_idx_adult",2009,1,14.2,5.957,5.736,6.057,5.964
36,"S36_JPLL_idx_adult",2010,1,15.252,5.761,5.583,5.843,5.767
36,"S36_JPLL_idx_adult",2011,1,16.264,6.076,5.935,6.139,6.08
36,"S36_JPLL_idx_adult",2012,1,16.025,6.409,6.252,6.477,6.413
36,"S36_JPLL_idx_adult",2013,1,15.874,6.336,6.142,6.421,6.342
36,"S36_JPLL_idx_adult",2014,1,15.551,6.234,6.046,6.316,6.239
36,"S36_JPLL_idx_adult",2015,1,15.259,6.105,5.925,6.184,6.11
36,"S36_JPLL_idx_adult",2016,1,15.578,6.044,5.877,6.117,6.049
36,"S36_JPLL_idx_adult",2017,1,17.013,6.554,6.408,6.618,6.558
36,"S36_JPLL_idx_adult",2018,1,18.052,7.087,6.94,7.15,7.091
36,"S36_JPLL_idx_adult",2019,1,19.293,7.362,7.189,7.436,7.366
36,"S36_JPLL_idx_adult",2020,1,17.821,7.596,7.392,7.683,7.602
36,"S36_JPLL_idx_adult",2021,1,13.563,7.469,7.167,7.602,7.478
36,"S36_JPLL_idx_adult",2022,1,16.12,5.693,5.474,5.795,5.7
36,"S36_JPLL_idx_adult",2023,1,19.621,6.101,5.961,6.167,6.106
36,"S36_JPLL_idx_adult",2024,1,19.662,7.011,6.866,7.078,7.016
