"Fleet","Fleet_Name","Yr","Seas","base2026","F10 and S34","F10 and S37","S36 only"
34,"F34_EPOSF_xx24",2016,2,13.525,13.278,13.626,13.568
34,"F34_EPOSF_xx24",2016,3,39.736,40.24,39.967,39.942
34,"F34_EPOSF_xx24",2016,4,29.597,30.416,29.954,30.228
34,"F34_EPOSF_xx24",2017,2,8.601,8.66,8.681,8.699
34,"F34_EPOSF_xx24",2017,3,24.304,25.379,24.75,25.042
34,"F34_EPOSF_xx24",2017,4,18.907,19.818,19.005,19.27
34,"F34_EPOSF_xx24",2018,2,10.751,10.784,10.72,10.691
34,"F34_EPOSF_xx24",2018,3,43.92,45.348,44.372,43.855
34,"F34_EPOSF_xx24",2019,2,16.782,16.581,18.598,16.946
34,"F34_EPOSF_xx24",2019,3,103.479,103.236,117.444,104.913
34,"F34_EPOSF_xx24",2019,4,46.439,45.982,46.983,46.574
34,"F34_EPOSF_xx24",2020,3,33.329,32.942,33.128,33.82
34,"F34_EPOSF_xx24",2020,4,34.992,36.764,36.252,34.019
34,"F34_EPOSF_xx24",2021,3,18.247,17.743,18.147,18.246
34,"F34_EPOSF_xx24",2021,4,7.56,7.474,7.507,7.59
34,"F34_EPOSF_xx24",2022,3,33.841,33.786,34.057,33.612
34,"F34_EPOSF_xx24",2022,4,23.821,24.56,24.054,23.687
34,"F34_EPOSF_xx24",2023,3,44.177,39.578,43.237,44.675
34,"F34_EPOSF_xx24",2024,3,277.871,283.016,267.659,285.958
34,"F34_EPOSF_xx24",2024,4,53.894,54.443,53.298,55.108
35,"F35_JPTWKR_DNMisc",2008,1,19.955,20.233,19.911,19.804
35,"F35_JPTWKR_DNMisc",2008,2,23.529,23.179,23.698,23.536
35,"F35_JPTWKR_DNMisc",2008,3,4.871,4.828,4.907,4.847
35,"F35_JPTWKR_DNMisc",2008,4,22.913,23.507,22.614,22.737
35,"F35_JPTWKR_DNMisc",2009,1,18.229,18.589,18.088,17.914
35,"F35_JPTWKR_DNMisc",2009,2,18.66,18.7,18.703,18.571
35,"F35_JPTWKR_DNMisc",2009,4,83.288,79.632,84.294,85.537
35,"F35_JPTWKR_DNMisc",2010,2,5.096,5.091,5.098,5.075
35,"F35_JPTWKR_DNMisc",2010,3,4.48,4.59,4.525,4.52
35,"F35_JPTWKR_DNMisc",2010,4,39.629,37.329,38.686,38.699
35,"F35_JPTWKR_DNMisc",2011,1,12.13,12.36,12.677,12.073
35,"F35_JPTWKR_DNMisc",2011,4,18.62,18.446,17.83,18.627
35,"F35_JPTWKR_DNMisc",2012,1,12.578,13.216,12.611,12.489
35,"F35_JPTWKR_DNMisc",2012,2,23.098,23.262,22.949,22.954
35,"F35_JPTWKR_DNMisc",2014,4,4.373,4.512,4.401,4.386
35,"F35_JPTWKR_DNMisc",2015,1,5.293,5.268,5.263,5.363
35,"F35_JPTWKR_DNMisc",2015,3,4.106,4.052,4.03,4.081
35,"F35_JPTWKR_DNMisc",2015,4,12.202,11.915,11.804,12.099
35,"F35_JPTWKR_DNMisc",2016,2,2.08,2.081,2.066,2.061
35,"F35_JPTWKR_DNMisc",2016,4,5.921,6.009,5.911,5.846
35,"F35_JPTWKR_DNMisc",2017,4,17.97,17.985,17.969,17.847
35,"F35_JPTWKR_DNMisc",2018,3,7.347,7.368,7.743,7.659
35,"F35_JPTWKR_DNMisc",2018,4,50.143,50.475,52.629,51.715
35,"F35_JPTWKR_DNMisc",2022,3,2.73,2.751,2.726,2.733
35,"F35_JPTWKR_DNMisc",2023,3,2.599,2.566,2.59,2.595
36,"S36_JPLL_idx_adult",1996,1,21.892,21.743,21.877,21.521
36,"S36_JPLL_idx_adult",1997,1,22.494,22.505,22.486,22.678
36,"S36_JPLL_idx_adult",1998,1,21.715,21.623,21.729,20.818
36,"S36_JPLL_idx_adult",1999,1,19.078,18.998,19.085,18.357
36,"S36_JPLL_idx_adult",2000,1,18.053,18.019,18.045,17.72
36,"S36_JPLL_idx_adult",2001,1,16.573,16.623,16.549,16.401
36,"S36_JPLL_idx_adult",2002,1,16.754,16.798,16.754,16.651
36,"S36_JPLL_idx_adult",2003,1,16.656,16.383,16.608,16.804
36,"S36_JPLL_idx_adult",2004,1,16.639,16.4,16.568,16.853
36,"S36_JPLL_idx_adult",2005,1,16.808,16.81,16.784,16.835
36,"S36_JPLL_idx_adult",2006,1,16.127,16.269,16.071,16.037
36,"S36_JPLL_idx_adult",2007,1,15.226,15.261,15.201,15.26
36,"S36_JPLL_idx_adult",2008,1,13.906,14.177,13.777,14.214
36,"S36_JPLL_idx_adult",2009,1,14.2,14.245,14.247,14.369
36,"S36_JPLL_idx_adult",2010,1,15.252,15.268,15.199,15.301
36,"S36_JPLL_idx_adult",2011,1,16.264,16.251,16.228,16.276
36,"S36_JPLL_idx_adult",2012,1,16.025,16.093,16.458,16.185
36,"S36_JPLL_idx_adult",2013,1,15.874,16.118,15.939,16.045
36,"S36_JPLL_idx_adult",2014,1,15.551,15.519,14.959,15.599
36,"S36_JPLL_idx_adult",2015,1,15.259,15.13,14.873,15.279
36,"S36_JPLL_idx_adult",2016,1,15.578,15.554,15.446,15.576
36,"S36_JPLL_idx_adult",2017,1,17.013,17.059,16.998,17.014
36,"S36_JPLL_idx_adult",2018,1,18.052,17.976,18.011,18.057
36,"S36_JPLL_idx_adult",2019,1,19.293,19.243,19.25,19.238
36,"S36_JPLL_idx_adult",2020,1,17.821,18.139,17.706,17.616
36,"S36_JPLL_idx_adult",2021,1,13.563,13.878,12.405,13.061
36,"S36_JPLL_idx_adult",2022,1,16.12,16.196,15.31,15.825
36,"S36_JPLL_idx_adult",2023,1,19.621,19.691,19.371,19.363
36,"S36_JPLL_idx_adult",2024,1,19.662,20.007,19.587,19.02
