"Fleet","Fleet_Name","Yr","Seas","base2026","h=0.75","h=0.80","h=0.85"
34,"F34_EPOSF_xx24",2015,4,39.491,39.491,39.491,39.491
34,"F34_EPOSF_xx24",2016,2,13.525,13.525,13.525,13.525
34,"F34_EPOSF_xx24",2016,3,39.736,39.736,39.736,39.736
34,"F34_EPOSF_xx24",2016,4,29.597,29.597,29.597,29.597
34,"F34_EPOSF_xx24",2017,2,8.601,8.601,8.601,8.601
34,"F34_EPOSF_xx24",2017,3,24.304,24.304,24.304,24.304
34,"F34_EPOSF_xx24",2017,4,18.907,18.907,18.907,18.907
34,"F34_EPOSF_xx24",2018,2,10.751,10.751,10.751,10.751
34,"F34_EPOSF_xx24",2018,3,43.92,43.92,43.92,43.92
34,"F34_EPOSF_xx24",2019,2,16.782,16.782,16.782,16.782
34,"F34_EPOSF_xx24",2019,3,103.479,103.478,103.478,103.478
34,"F34_EPOSF_xx24",2019,4,46.439,46.439,46.439,46.439
34,"F34_EPOSF_xx24",2020,3,33.329,33.329,33.329,33.329
34,"F34_EPOSF_xx24",2020,4,34.992,34.992,34.992,34.992
34,"F34_EPOSF_xx24",2021,3,18.247,18.247,18.247,18.247
34,"F34_EPOSF_xx24",2021,4,7.56,7.56,7.56,7.56
34,"F34_EPOSF_xx24",2022,3,33.841,33.842,33.842,33.842
34,"F34_EPOSF_xx24",2022,4,23.821,23.822,23.822,23.822
34,"F34_EPOSF_xx24",2023,3,44.177,44.177,44.177,44.177
34,"F34_EPOSF_xx24",2024,3,277.871,277.856,277.856,277.856
34,"F34_EPOSF_xx24",2024,4,53.894,53.894,53.894,53.894
35,"F35_JPTWKR_DNMisc",2008,1,19.955,19.955,19.955,19.955
35,"F35_JPTWKR_DNMisc",2008,2,23.529,23.528,23.528,23.528
35,"F35_JPTWKR_DNMisc",2008,3,4.871,4.871,4.871,4.871
35,"F35_JPTWKR_DNMisc",2008,4,22.913,22.913,22.913,22.913
35,"F35_JPTWKR_DNMisc",2009,1,18.229,18.229,18.229,18.229
35,"F35_JPTWKR_DNMisc",2009,2,18.66,18.66,18.66,18.66
35,"F35_JPTWKR_DNMisc",2009,4,83.288,83.286,83.286,83.286
35,"F35_JPTWKR_DNMisc",2010,2,5.096,5.096,5.096,5.096
35,"F35_JPTWKR_DNMisc",2010,3,4.48,4.48,4.48,4.48
35,"F35_JPTWKR_DNMisc",2010,4,39.629,39.63,39.63,39.63
35,"F35_JPTWKR_DNMisc",2011,1,12.13,12.13,12.13,12.13
35,"F35_JPTWKR_DNMisc",2011,4,18.62,18.62,18.62,18.62
35,"F35_JPTWKR_DNMisc",2012,1,12.578,12.578,12.578,12.578
35,"F35_JPTWKR_DNMisc",2012,2,23.098,23.098,23.098,23.098
35,"F35_JPTWKR_DNMisc",2014,4,4.373,4.373,4.373,4.373
35,"F35_JPTWKR_DNMisc",2015,1,5.293,5.293,5.293,5.293
35,"F35_JPTWKR_DNMisc",2015,3,4.106,4.106,4.106,4.106
35,"F35_JPTWKR_DNMisc",2015,4,12.202,12.202,12.202,12.202
35,"F35_JPTWKR_DNMisc",2016,2,2.08,2.08,2.08,2.08
35,"F35_JPTWKR_DNMisc",2016,4,5.921,5.921,5.921,5.921
35,"F35_JPTWKR_DNMisc",2017,4,17.97,17.97,17.97,17.97
35,"F35_JPTWKR_DNMisc",2018,3,7.347,7.347,7.347,7.347
35,"F35_JPTWKR_DNMisc",2018,4,50.143,50.144,50.144,50.144
35,"F35_JPTWKR_DNMisc",2022,3,2.73,2.73,2.73,2.73
35,"F35_JPTWKR_DNMisc",2023,3,2.599,2.599,2.599,2.599
36,"S36_JPLL_idx_adult",1996,1,21.892,21.892,21.892,21.892
36,"S36_JPLL_idx_adult",1997,1,22.494,22.494,22.494,22.494
36,"S36_JPLL_idx_adult",1998,1,21.715,21.715,21.715,21.715
36,"S36_JPLL_idx_adult",1999,1,19.078,19.078,19.078,19.078
36,"S36_JPLL_idx_adult",2000,1,18.053,18.053,18.053,18.053
36,"S36_JPLL_idx_adult",2001,1,16.573,16.573,16.573,16.573
36,"S36_JPLL_idx_adult",2002,1,16.754,16.754,16.754,16.754
36,"S36_JPLL_idx_adult",2003,1,16.656,16.656,16.656,16.656
36,"S36_JPLL_idx_adult",2004,1,16.639,16.639,16.639,16.639
36,"S36_JPLL_idx_adult",2005,1,16.808,16.808,16.808,16.808
36,"S36_JPLL_idx_adult",2006,1,16.127,16.127,16.127,16.127
36,"S36_JPLL_idx_adult",2007,1,15.226,15.226,15.226,15.226
36,"S36_JPLL_idx_adult",2008,1,13.906,13.906,13.906,13.906
36,"S36_JPLL_idx_adult",2009,1,14.2,14.2,14.2,14.2
36,"S36_JPLL_idx_adult",2010,1,15.252,15.252,15.252,15.252
36,"S36_JPLL_idx_adult",2011,1,16.264,16.264,16.264,16.264
36,"S36_JPLL_idx_adult",2012,1,16.025,16.025,16.025,16.025
36,"S36_JPLL_idx_adult",2013,1,15.874,15.874,15.874,15.874
36,"S36_JPLL_idx_adult",2014,1,15.551,15.551,15.551,15.551
36,"S36_JPLL_idx_adult",2015,1,15.259,15.259,15.259,15.259
36,"S36_JPLL_idx_adult",2016,1,15.578,15.578,15.578,15.578
36,"S36_JPLL_idx_adult",2017,1,17.013,17.013,17.013,17.013
36,"S36_JPLL_idx_adult",2018,1,18.052,18.052,18.052,18.052
36,"S36_JPLL_idx_adult",2019,1,19.293,19.293,19.293,19.293
36,"S36_JPLL_idx_adult",2020,1,17.821,17.821,17.821,17.821
36,"S36_JPLL_idx_adult",2021,1,13.563,13.563,13.563,13.563
36,"S36_JPLL_idx_adult",2022,1,16.12,16.12,16.12,16.12
36,"S36_JPLL_idx_adult",2023,1,19.621,19.621,19.621,19.621
36,"S36_JPLL_idx_adult",2024,1,19.662,19.662,19.662,19.662
