"Fleet","Fleet_Name","Yr","Seas","base2026","estM","M=0.3","M=consM_consF"
34,"F34_EPOSF_xx24",2012,3,149.585,214.033,138.483,149.835
34,"F34_EPOSF_xx24",2012,4,103.537,98.05,103.709,102.88
34,"F34_EPOSF_xx24",2013,3,119.908,176.461,113.152,120.942
34,"F34_EPOSF_xx24",2013,4,37.488,42.526,36.533,37.452
34,"F34_EPOSF_xx24",2014,3,53.194,64.615,51.529,53.493
34,"F34_EPOSF_xx24",2014,4,30.184,27.362,30.81,30.289
34,"F34_EPOSF_xx24",2015,2,11.89,12.832,11.714,11.956
34,"F34_EPOSF_xx24",2015,3,43.675,59.108,41.965,44.075
34,"F34_EPOSF_xx24",2015,4,39.491,39.263,39.982,40.095
34,"F34_EPOSF_xx24",2016,2,13.525,13.972,13.478,13.593
34,"F34_EPOSF_xx24",2016,3,39.736,45.806,38.795,40.077
34,"F34_EPOSF_xx24",2016,4,29.597,27.202,30.198,29.849
34,"F34_EPOSF_xx24",2017,2,8.601,8.478,8.708,8.642
34,"F34_EPOSF_xx24",2017,3,24.304,25.524,24.611,24.523
34,"F34_EPOSF_xx24",2017,4,18.907,16.727,19.906,18.979
34,"F34_EPOSF_xx24",2018,2,10.751,12.524,10.515,10.829
34,"F34_EPOSF_xx24",2018,3,43.92,61.42,42.16,44.429
34,"F34_EPOSF_xx24",2019,2,16.782,23.593,16.18,16.996
34,"F34_EPOSF_xx24",2019,3,103.479,141.978,97.277,103.961
34,"F34_EPOSF_xx24",2019,4,46.439,43.998,46.443,46.497
34,"F34_EPOSF_xx24",2020,3,33.329,37.644,32.34,33.49
34,"F34_EPOSF_xx24",2020,4,34.992,24.092,37.07,34.418
34,"F34_EPOSF_xx24",2021,3,18.247,15.615,18.966,18.261
34,"F34_EPOSF_xx24",2021,4,7.56,7.662,7.681,7.634
34,"F34_EPOSF_xx24",2022,3,33.841,36.721,32.824,33.964
34,"F34_EPOSF_xx24",2022,4,23.821,25.34,23.225,23.804
34,"F34_EPOSF_xx24",2023,3,44.177,42.743,44.934,44.387
34,"F34_EPOSF_xx24",2024,3,277.871,404.878,253.034,284.815
34,"F34_EPOSF_xx24",2024,4,53.894,48.832,54.258,53.998
35,"F35_JPTWKR_DNMisc",2008,1,19.955,9.421,23.325,20.085
35,"F35_JPTWKR_DNMisc",2008,2,23.529,22.81,22.706,23.462
35,"F35_JPTWKR_DNMisc",2008,3,4.871,5.135,4.669,4.86
35,"F35_JPTWKR_DNMisc",2008,4,22.913,21.926,22.949,22.772
35,"F35_JPTWKR_DNMisc",2009,1,18.229,12.029,17.916,18.211
35,"F35_JPTWKR_DNMisc",2009,2,18.66,14.377,18.676,18.662
35,"F35_JPTWKR_DNMisc",2009,4,83.288,18.839,79.936,85.421
35,"F35_JPTWKR_DNMisc",2010,2,5.096,5.301,5.062,5.09
35,"F35_JPTWKR_DNMisc",2010,3,4.48,3.853,4.468,4.506
35,"F35_JPTWKR_DNMisc",2010,4,39.629,26.659,39.305,38.668
35,"F35_JPTWKR_DNMisc",2011,1,12.13,8.695,12.934,12.181
35,"F35_JPTWKR_DNMisc",2011,4,18.62,9.86,18.937,18.726
35,"F35_JPTWKR_DNMisc",2012,1,12.578,11.79,12.749,12.578
35,"F35_JPTWKR_DNMisc",2012,2,23.098,42.337,22.798,23.017
35,"F35_JPTWKR_DNMisc",2014,4,4.373,4.013,4.395,4.334
35,"F35_JPTWKR_DNMisc",2015,1,5.293,4.343,5.134,5.298
35,"F35_JPTWKR_DNMisc",2015,3,4.106,4.53,4.037,4.116
35,"F35_JPTWKR_DNMisc",2015,4,12.202,13.011,11.854,12.304
35,"F35_JPTWKR_DNMisc",2016,2,2.08,2.306,2.088,2.079
35,"F35_JPTWKR_DNMisc",2016,4,5.921,4.58,5.766,5.86
35,"F35_JPTWKR_DNMisc",2017,4,17.97,13.583,16.648,17.922
35,"F35_JPTWKR_DNMisc",2018,3,7.347,5.76,7.108,7.239
35,"F35_JPTWKR_DNMisc",2018,4,50.143,27.18,52.476,49.122
35,"F35_JPTWKR_DNMisc",2022,3,2.73,2.959,2.725,2.731
35,"F35_JPTWKR_DNMisc",2023,3,2.599,2.579,2.571,2.594
36,"S36_JPLL_idx_adult",1996,1,21.892,20.1,22.375,21.797
36,"S36_JPLL_idx_adult",1997,1,22.494,22.445,22.073,22.524
36,"S36_JPLL_idx_adult",1998,1,21.715,17.539,22.195,21.637
36,"S36_JPLL_idx_adult",1999,1,19.078,16.833,19.898,19.014
36,"S36_JPLL_idx_adult",2000,1,18.053,16.092,18.321,18.043
36,"S36_JPLL_idx_adult",2001,1,16.573,15.17,17.027,16.554
36,"S36_JPLL_idx_adult",2002,1,16.754,16.534,16.678,16.783
36,"S36_JPLL_idx_adult",2003,1,16.656,14.492,16.976,16.534
36,"S36_JPLL_idx_adult",2004,1,16.639,14.876,17.285,16.549
36,"S36_JPLL_idx_adult",2005,1,16.808,16.5,16.773,16.818
36,"S36_JPLL_idx_adult",2006,1,16.127,16.29,15.937,16.176
36,"S36_JPLL_idx_adult",2007,1,15.226,14.664,15.241,15.203
36,"S36_JPLL_idx_adult",2008,1,13.906,11.529,14.718,13.778
36,"S36_JPLL_idx_adult",2009,1,14.2,12.827,14.891,14.138
36,"S36_JPLL_idx_adult",2010,1,15.252,14.683,15.357,15.268
36,"S36_JPLL_idx_adult",2011,1,16.264,15.489,16.234,16.267
36,"S36_JPLL_idx_adult",2012,1,16.025,14.528,16.425,15.944
36,"S36_JPLL_idx_adult",2013,1,15.874,14.348,16.391,15.815
36,"S36_JPLL_idx_adult",2014,1,15.551,14.012,16.019,15.467
36,"S36_JPLL_idx_adult",2015,1,15.259,14.064,15.629,15.214
36,"S36_JPLL_idx_adult",2016,1,15.578,15.362,15.473,15.599
36,"S36_JPLL_idx_adult",2017,1,17.013,16.752,16.725,17.04
36,"S36_JPLL_idx_adult",2018,1,18.052,17.119,17.935,18.053
36,"S36_JPLL_idx_adult",2019,1,19.293,18.539,19.109,19.301
36,"S36_JPLL_idx_adult",2020,1,17.821,14.796,18.836,17.592
36,"S36_JPLL_idx_adult",2021,1,13.563,10.484,14.987,13.433
36,"S36_JPLL_idx_adult",2022,1,16.12,14.784,16.871,16.108
36,"S36_JPLL_idx_adult",2023,1,19.621,18.393,19.814,19.62
36,"S36_JPLL_idx_adult",2024,1,19.662,17.516,20.364,19.561
