"Fleet","Fleet_Name","Yr","Seas","base2023","base2026"
37,"S37_JPLL_RTV_A4",2005,1,24.013,NA
37,"S37_JPLL_RTV_A4",2005,2,24.013,NA
37,"S37_JPLL_RTV_A4",2006,1,24.013,NA
37,"S37_JPLL_RTV_A4",2006,2,24.013,NA
37,"S37_JPLL_RTV_A4",2006,3,24.013,NA
37,"S37_JPLL_RTV_A4",2006,4,24.013,NA
37,"S37_JPLL_RTV_A4",2007,1,24.013,NA
37,"S37_JPLL_RTV_A4",2007,2,24.013,NA
37,"S37_JPLL_RTV_A4",2008,1,24.013,NA
37,"S37_JPLL_RTV_A4",2008,2,24.013,NA
37,"S37_JPLL_RTV_A4",2009,1,24.013,NA
37,"S37_JPLL_RTV_A4",2009,2,24.013,NA
37,"S37_JPLL_RTV_A4",2010,1,24.013,NA
37,"S37_JPLL_RTV_A4",2010,2,24.013,NA
37,"S37_JPLL_RTV_A4",2010,4,24.013,NA
37,"S37_JPLL_RTV_A4",2011,1,24.013,NA
37,"S37_JPLL_RTV_A4",2011,2,24.013,NA
37,"S37_JPLL_RTV_A4",2011,4,24.013,NA
37,"S37_JPLL_RTV_A4",2012,1,24.013,NA
37,"S37_JPLL_RTV_A4",2012,2,24.013,NA
37,"S37_JPLL_RTV_A4",2012,4,24.013,NA
37,"S37_JPLL_RTV_A4",2013,1,24.013,NA
37,"S37_JPLL_RTV_A4",2013,2,24.013,NA
37,"S37_JPLL_RTV_A4",2013,4,24.013,NA
37,"S37_JPLL_RTV_A4",2014,1,24.013,NA
37,"S37_JPLL_RTV_A4",2014,2,24.013,NA
37,"S37_JPLL_RTV_A4",2014,4,24.013,NA
37,"S37_JPLL_RTV_A4",2015,1,24.013,NA
37,"S37_JPLL_RTV_A4",2015,2,24.013,NA
37,"S37_JPLL_RTV_A4",2015,3,24.013,NA
37,"S37_JPLL_RTV_A4",2016,2,24.013,NA
37,"S37_JPLL_RTV_A4",2016,3,24.013,NA
37,"S37_JPLL_RTV_A4",2017,1,24.013,NA
37,"S37_JPLL_RTV_A4",2017,2,24.013,NA
37,"S37_JPLL_RTV_A4",2017,3,24.013,NA
37,"S37_JPLL_RTV_A4",2018,1,24.013,NA
37,"S37_JPLL_RTV_A4",2018,2,24.013,NA
37,"S37_JPLL_RTV_A4",2018,3,24.013,NA
37,"S37_JPLL_RTV_A4",2018,4,24.013,NA
37,"S37_JPLL_RTV_A4",2019,1,24.013,NA
37,"S37_JPLL_RTV_A4",2019,2,24.013,NA
37,"S37_JPLL_RTV_A4",2019,3,24.013,NA
37,"S37_JPLL_RTV_A4",2020,1,24.013,NA
37,"S37_JPLL_RTV_A4",2020,4,24.013,NA
37,"S37_JPLL_RTV_A4",2021,1,24.013,NA
37,"S37_JPLL_RTV_A4",2021,2,24.013,NA
37,"S37_JPLL_RTV_A4",2021,4,24.013,NA
